DateTime,Actual Power (kW),Adjusted Baseline Power (kW),Savings Power (kW),Savings Energy (kWh),Cumulative Savings Energy (kWh),Negative Savings Flag,Cost Savings (RM),Cumulative Cost Savings (RM),Negative Cost Savings Flag
2025-04-24 20:00:00,918.4,3096.494,2178.094,1089.047,7577276.337903605,0,397.502155,2765705.8633348476,0
2025-04-24 20:30:00,791.6,3088.1267,2296.5267,1148.26335,7578424.601253604,0,419.11612275,2766124.9794575977,0
2025-04-24 21:00:00,842.0,3098.31,2256.31,1128.155,7579552.756253605,0,411.776575,2766536.7560325977,0
2025-04-24 21:30:00,912.0,3088.4575,2176.4575,1088.22875,7580640.985003605,0,397.20349375,2766933.959526348,0
2025-04-24 22:00:00,736.6,3076.3208,2339.7208,1169.8604,7581810.845403604,0,426.999046,2767360.958572348,0
2025-04-24 22:30:00,723.6,3085.9104,2362.3104000000003,1181.1552,7582992.000603604,0,431.12164799999994,2767792.080220348,0
2025-04-24 23:00:00,748.0,3069.605,2321.605,1160.8025,7584152.803103604,0,423.6929125,2768215.773132848,0
2025-04-24 23:30:00,648.6,3042.8123,2394.2123,1197.10615,7585349.909253605,0,436.94374475,2768652.7168775983,0
2025-04-25 00:00:00,723.4,3078.4607,2355.0607,1177.53035,7586527.439603604,0,429.79857775,2769082.5154553484,0
2025-04-25 00:30:00,661.4,3058.506,2397.106,1198.553,7587725.992603605,0,437.47184500000003,2769519.9873003485,0
2025-04-25 01:00:00,680.8,3050.6702,2369.8702000000003,1184.9351,7588910.927703605,0,432.5013115,2769952.4886118486,0
2025-04-25 01:30:00,583.0,3013.5796,2430.5796,1215.2898,7590126.217503605,0,443.580777,2770396.0693888487,0
2025-04-25 02:00:00,581.4,3048.519,2467.119,1233.5594999999998,7591359.777003606,0,450.24921749999993,2770846.3186063487,0
2025-04-25 02:30:00,471.6,3060.5442,2588.9442,1294.4721,7592654.249103606,0,472.48231649999997,2771318.8009228487,0
2025-04-25 03:00:00,491.8,3043.38,2551.58,1275.79,7593930.039103606,0,465.66335,2771784.464272849,0
2025-04-25 03:30:00,601.0,3038.575,2437.575,1218.7875,7595148.826603605,0,444.85743749999995,2772229.3217103486,0
2025-04-25 04:00:00,529.8,3014.261,2484.461,1242.2305,7596391.057103605,0,453.41413249999994,2772682.7358428487,0
2025-04-25 04:30:00,571.4,3001.8606,2430.4606,1215.2303,7597606.287403605,0,443.5590595,2773126.294902349,0
2025-04-25 05:00:00,506.6,3031.736,2525.136,1262.568,7598868.855403605,0,460.83732,2773587.132222349,0
2025-04-25 05:30:00,565.2,3046.4749,2481.2749000000003,1240.6374500000002,7600109.492853605,0,452.83266925000004,2774039.964891599,0
2025-04-25 06:00:00,556.2,3049.2986,2493.0986000000003,1246.5493,7601356.042153605,0,454.99049449999995,2774494.955386099,0
2025-04-25 06:30:00,549.8,3083.4897,2533.6897,1266.84485,7602622.887003605,0,462.39837024999997,2774957.353756349,0
2025-04-25 07:00:00,726.0,3096.411,2370.411,1185.2055,7603808.092503605,0,432.6000075,2775389.953763849,0
2025-04-25 07:30:00,1225.6,3103.4495,1877.8495000000005,938.92475,7604747.017253606,0,342.70753375,2775732.6612975993,0
2025-04-25 08:00:00,1512.6,3108.24,1595.64,797.8199999999999,7605544.837253606,0,291.2043,2776023.865597599,0
2025-04-25 08:30:00,1634.6,3106.278,1471.678,735.8389999999999,7606280.676253606,0,268.581235,2776292.446832599,0
2025-04-25 09:00:00,1624.6,3107.1272,1482.5272,741.2636,7607021.939853606,0,270.561214,2776563.008046599,0
2025-04-25 09:30:00,1759.8,3109.446,1349.646,674.823,7607696.762853606,0,246.310395,2776809.318441599,0
2025-04-25 10:00:00,1706.8,3108.476,1401.6760000000002,700.8380000000001,7608397.600853606,0,255.80587000000003,2777065.124311599,0
2025-04-25 10:30:00,1880.2,3107.2769,1227.0768999999998,613.5384499999999,7609011.139303606,0,223.94153424999996,2777289.065845849,0
2025-04-25 11:00:00,2056.8,3110.169,1053.3689999999997,526.6844999999998,7609537.823803606,0,192.23984249999995,2777481.305688349,0
2025-04-25 11:30:00,1793.0,3107.8472,1314.8472000000002,657.4236000000001,7610195.247403607,0,239.95961400000002,2777721.265302349,0
2025-04-25 12:00:00,1907.8,3105.3047,1197.5047000000002,598.7523500000001,7610793.9997536065,0,218.54460775000004,2777939.809910099,0
2025-04-25 12:30:00,1735.2,3112.1174,1376.9174,688.4587,7611482.458453607,0,251.2874255,2778191.097335599,0
2025-04-25 13:00:00,1486.8,3105.9177,1619.1177,809.55885,7612292.0173036065,0,295.48898025,2778486.586315849,0
2025-04-25 13:30:00,1545.0,3109.6196,1564.6196,782.3098,7613074.327103606,0,285.543077,2778772.129392849,0
2025-04-25 14:00:00,1554.4,3107.5083,1553.1083,776.5541499999999,7613850.881253607,0,283.44226475,2779055.571657599,0
2025-04-25 14:30:00,1810.4,3109.583,1299.183,649.5915,7614500.472753607,0,237.1008975,2779292.672555099,0
2025-04-25 15:00:00,1786.8,3109.5093,1322.7093000000002,661.3546500000001,7615161.827403607,0,241.39444725000004,2779534.0670023486,0
2025-04-25 15:30:00,1792.8,3109.2268,1316.4268,658.2134,7615820.040803607,0,240.24789099999998,2779774.3148933486,0
2025-04-25 16:00:00,1678.8,3108.3525,1429.5525,714.77625,7616534.817053607,0,260.89333125,2780035.208224599,0
2025-04-25 16:30:00,1643.8,3103.4004,1459.6004,729.8002,7617264.617253607,0,266.377073,2780301.585297599,0
2025-04-25 17:00:00,1233.2,3097.052,1863.852,931.926,7618196.543253607,0,340.15299,2780641.738287599,0
