DateTime,Actual Power (kW),Adjusted Baseline Power (kW),Savings Power (kW),Savings Energy (kWh),Cumulative Savings Energy (kWh),Negative Savings Flag,TOU Period,TOU Rate (RM/kWh),TOU Cost Savings (RM),Cumulative TOU Cost Savings (RM),Negative TOU Savings Flag
2024-05-02 19:30:00,994.73333334,3089.4453,2094.71196666,1047.35598333,27436.550833329995,0,mid,0.357,373.90608604881,8761.22964574881,0
2024-05-02 20:00:00,1067.26666666,3083.4543,2016.18763334,1008.09381667,28444.644649999995,0,mid,0.357,359.88949255119,9121.1191383,0
2024-05-02 20:30:00,1058.2,3083.1624,2024.9624,1012.4812,29457.125849999997,0,mid,0.357,361.45578839999996,9482.574926700001,0
2024-05-02 21:00:00,1040.8,3081.7546,2040.9546000000005,1020.4773,30477.60314999999,0,mid,0.357,364.3103961,9846.8853228,0
2024-05-02 21:30:00,1039.6,3076.93,2037.33,1018.665,31496.268149999996,0,mid,0.357,363.66340499999995,10210.5487278,0
2024-05-02 22:00:00,959.73333334,3075.7798,2116.04646666,1058.02323333,32554.291383329997,0,offpeak,0.281,297.30452856573004,10507.85325636573,0
2024-05-02 22:30:00,962.66666666,3072.9502,2110.2835333400003,1055.1417666700002,33609.43315,0,offpeak,0.281,296.4948364342701,10804.3480928,0
2024-05-02 23:00:00,902.6,3071.0337,2168.4337,1084.21685,34693.649999999994,0,offpeak,0.281,304.66493485,11109.01302765,0
2024-05-02 23:30:00,736.2,3068.068,2331.8680000000004,1165.9340000000002,35859.583999999995,0,offpeak,0.281,327.6274540000001,11436.64048165,0
2024-05-03 00:00:00,958.2,3057.216,2099.016,1049.5079999999998,36909.092,0,offpeak,0.281,294.911748,11731.55222965,0
2024-05-03 00:30:00,735.8,3067.4348,2331.6348,1165.8174,38074.9094,0,offpeak,0.281,327.5946894,12059.146919050001,0
2024-05-03 01:00:00,770.6,3068.0178,2297.4178,1148.7089,39223.6183,0,offpeak,0.281,322.7872009000001,12381.934119950001,0
2024-05-03 01:30:00,702.8,3061.9573,2359.1573,1179.57865,40403.19695,0,offpeak,0.281,331.46160065000004,12713.395720600001,0
2024-05-03 02:00:00,716.6,3062.3486,2345.7486,1172.8743,41576.07125,0,offpeak,0.281,329.5776783,13042.973398900001,0
2024-05-03 02:30:00,658.4,3056.7822,2398.3822,1199.1911,42775.262350000005,0,offpeak,0.281,336.97269910000006,13379.946098000002,0
2024-05-03 03:00:00,692.4,3058.4976,2366.0976,1183.0488,43958.31115,0,offpeak,0.281,332.43671280000007,13712.382810800002,0
2024-05-03 03:30:00,663.0,3053.516,2390.516,1195.258,45153.56915,0,offpeak,0.281,335.86749800000007,14048.250308800001,0
2024-05-03 04:00:00,688.0,3054.8284,2366.8284,1183.4142,46336.98335,0,offpeak,0.281,332.5393902,14380.789699,0
2024-05-03 04:30:00,647.8,3049.1875,2401.3875,1200.69375,47537.6771,0,offpeak,0.281,337.39494375,14718.18464275,0
2024-05-03 05:00:00,662.4,3055.6582,2393.2582,1196.6291,48734.3062,0,offpeak,0.281,336.25277710000006,15054.43741985,0
2024-05-03 05:30:00,677.0,3054.917,2377.917,1188.9585,49923.2647,0,offpeak,0.281,334.09733850000003,15388.53475835,0
2024-05-03 06:00:00,663.2,3056.426,2393.226,1196.6129999999998,51119.8777,0,offpeak,0.281,336.248253,15724.78301135,0
