DateTime,Actual Power (kW),Adjusted Baseline Power (kW),Savings Power (kW),Savings Energy (kWh),Cumulative Savings Energy (kWh),Negative Savings Flag,CO2 Avoided (kg),Cumulative CO2 Avoided (kg),Cumulative CO2 Avoided (tonnes)
2025-06-29 19:00:00,389.2004,2515.56,2126.3596,1063.1798,9307599.729459263,0,822.9011651999999,7204082.19060153,7204.08219060153
2025-06-29 19:30:00,272.4,2516.5862,2244.1862,1122.0931,9308721.822559264,0,868.5000594,7204950.690660929,7204.9506906609295
2025-06-29 20:00:00,73.19999999999999,2514.209,2441.009,1220.5045,9309942.327059263,0,944.670483,7205895.361143929,7205.895361143929
2025-06-29 20:30:00,78.2,2510.0461,2431.8461,1215.92305,9311158.250109265,0,941.1244407000002,7206836.485584629,7206.8364855846285
2025-06-29 21:00:00,79.0,2504.8462,2425.8462,1212.9231,9312371.173209265,0,938.8024794,7207775.288064029,7207.775288064029
2025-06-29 21:30:00,65.59999999999998,2496.21,2430.61,1215.305,9313586.478209265,0,940.6460700000001,7208715.934134029,7208.715934134028
2025-06-29 22:00:00,65.20000000000002,2478.5166,2413.3166,1206.6583,9314793.136509264,0,933.9535242000001,7209649.887658229,7209.649887658229
2025-06-29 22:30:00,65.0,2408.3,2343.3,1171.65,9315964.786509264,0,906.8571000000001,7210556.744758229,7210.556744758229
2025-06-29 23:00:00,65.59999999999998,2144.336,2078.736,1039.368,9317004.154509263,0,804.470832,7211361.215590228,7211.361215590228
2025-06-29 23:30:00,63.99999999999999,1949.1825,1885.1825,942.59125,9317946.745759264,0,729.5656275,7212090.781217729,7212.090781217728
2025-06-30 00:00:00,59.99999999999999,1898.694,1838.694,919.347,9318866.092759265,0,711.574578,7212802.355795729,7212.8023557957285
2025-06-30 00:30:00,58.19999999999999,1905.9305,1847.7305,923.86525,9319789.958009264,0,715.0717035,7213517.427499229,7213.517427499229
2025-06-30 01:00:00,57.79999999999999,1888.8627,1831.0627,915.53135,9320705.489359263,0,708.6212649,7214226.048764129,7214.226048764129
2025-06-30 01:30:00,56.8,1883.2792,1826.4792,913.2396,9321618.728959266,0,706.8474504000001,7214932.896214529,7214.932896214529
2025-06-30 02:00:00,49.99999999999999,1859.0868,1809.0868,904.5434,9322523.272359269,0,700.1165916,7215633.012806129,7215.633012806129
2025-06-30 02:30:00,52.000000000000014,1783.7026,1731.7026,865.8513,9323389.123659266,0,670.1689062,7216303.181712328,7216.303181712328
2025-06-30 03:00:00,52.000000000000014,1732.0465,1680.0465,840.02325,9324229.146909269,0,650.1779955,7216953.359707829,7216.953359707829
2025-06-30 03:30:00,52.2,1701.182,1648.982,824.491,9325053.637909267,0,638.156034,7217591.515741829,7217.5915157418285
2025-06-30 04:00:00,50.2,1652.0596,1601.8596,800.9298,9325854.567709267,0,619.9196652,7218211.4354070285,7218.211435407028
2025-06-30 04:30:00,50.79999999999999,1640.8221,1590.0221,795.0110500000001,9326649.578759268,0,615.3385527,7218826.773959729,7218.826773959729
2025-06-30 05:00:00,49.8,1617.7509,1567.9509,783.97545,9327433.554209268,0,606.7969983,7219433.570958029,7219.433570958028
2025-06-30 05:30:00,50.2,1579.3015,1529.1015,764.55075,9328198.104959268,0,591.7622805,7220025.333238528,7220.025333238528
2025-06-30 06:00:00,47.399999999999984,1570.2286,1522.8285999999998,761.4142999999999,9328959.519259268,0,589.3346681999999,7220614.667906729,7220.614667906729
2025-06-30 06:30:00,49.8,1667.8618,1618.0618,809.0309,9329768.550159268,0,626.1899166,7221240.857823328,7221.240857823328
2025-06-30 07:00:00,43.79999999999999,2139.976,2096.176,1048.088,9330816.638159268,0,811.220112,7222052.077935328,7222.052077935327
2025-06-30 07:30:00,121.6,2446.335,2324.735,1162.3675,9331979.005659267,0,899.672445,7222951.750380328,7222.951750380328
2025-06-30 08:00:00,266.4,2531.5283,2265.1283,1132.56415,9333111.569809267,0,876.6046521,7223828.355032428,7223.828355032429
2025-06-30 08:30:00,541.8,2522.31,1980.51,990.255,9334101.824809268,0,766.45737,7224594.812402428,7224.594812402428
2025-06-30 09:00:00,713.2,2520.912,1807.712,903.856,9335005.680809269,0,699.584544,7225294.396946428,7225.294396946429
2025-06-30 09:30:00,1023.4,2532.9998,1509.5998,754.7999,9335760.48070927,0,584.2151226,7225878.612069028,7225.878612069028
2025-06-30 10:00:00,1345.4,2561.0745,1215.6745,607.83725,9336368.31795927,0,470.46603150000004,7226349.078100529,7226.3490781005285
2025-06-30 10:30:00,1572.8,2563.9177,991.1177,495.55885,9336863.87680927,0,383.5625499,7226732.640650429,7226.732640650429
2025-06-30 11:00:00,1895.4,2554.1562,658.7561999999998,329.3780999999999,9337193.25490927,0,254.93864939999995,7226987.579299829,7226.987579299829
